contract_id,invoice_date,worker_id,worker_nationality,worker_profession,client_company,client_sector,region,contract_type,contract_duration_months,purchase_order_amount_sar,worker_salary_sar,operational_cost_sar,net_profit_sar,profit_margin_pct
MP-2024-13350,1/9/2025,W-016481,Bangladeshi,Helper / Labourer,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,1,3022,1438,708,876,28.99
MP-2024-73654,8/8/2025,W-016484,Nepali,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,54048,29028,7932,17088,31.62
MP-2025-77811,12/5/2024,W-016485,Bangladeshi,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,130248,67824,31464,30960,23.77
MP-2025-41959,30/05/2024,W-016487,Yemeni,Warehouse Keeper,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,65220,34320,13740,-3317,-5.09
MP-2024-60408,27/03/2025,W-016490,Nepali,Pipe Fitter,Royal Commission Yanbu,Industrial,Madinah,Multi-Year,18,117810,63342,22680,31788,26.98
MP-2024-40691,17/11/2024,W-016493,Saudi,Electrician,Marafiq,Utilities,Eastern Province,Annual,12,151968,75132,5412,71424,47
MP-2025-46395,25/11/2024,W-016495,Pakistani,HVAC Technician,Worley KSA,EPC Contractor,Eastern Province,Annual,12,93288,46740,15216,31332,33.59
MP-2025-34307,4/2/2024,W-016497,Pakistani,Warehouse Keeper,ROSHN,Real Estate,Riyadh,Multi-Year,24,163944,88632,23160,52152,31.81
MP-2025-11260,31/07/2025,W-016498,Indian,Helper / Labourer,ROSHN,Real Estate,Riyadh,Annual,12,40020,19932,9984,10104,25.25
MP-2024-19378,17/08/2024,W-016500,Yemeni,Welder,Petro Rabigh,Petrochemical,Makkah,Short-Term,6,28056,13698,3984,10374,36.98
MP-2025-45621,19/03/2025,W-016502,Pakistani,Scaffolder,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,3,11061,6156,2877,2028,18.33
MP-2025-91693,18/04/2025,W-016504,Filipino,Scaffolder,Diriyah Company,Real Estate,Riyadh,Annual,12,52656,31404,11460,9792,18.6
MP-2024-46965,9/2/2025,W-016506,Indian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,162180,75474,21672,65034,40.1
MP-2024-32365,14/11/2025,W-016507,Sudanese,Industrial Painter,SABIC,Petrochemical,Eastern Province,Annual,12,51816,23664,11112,17040,32.89
MP-2024-50406,3/9/2024,W-016508,Pakistani,Welder,Petro Rabigh,Petrochemical,Makkah,Multi-Year,18,113130,61938,20232,30960,27.37
MP-2025-73464,8/11/2025,W-016510,Yemeni,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Short-Term,1,3896,1714,1233,949,24.36
MP-2024-25943,20/08/2025,W-016512,Bangladeshi,Welder,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,18,95724,51498,15642,28584,29.86
MP-2025-47074,9/1/2025,W-016515,Bangladeshi,Driver (Heavy),SABIC,Petrochemical,Eastern Province,Annual,12,59676,27816,9852,22008,36.88
MP-2024-21536,4/9/2024,W-016517,Nepali,Scaffolder,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,80688,36888,13164,30636,37.97
MP-2025-52547,11/8/2025,W-016518,Egyptian,Scaffolder,Saudi Kayan,Petrochemical,Eastern Province,Multi-Year,24,81624,48672,27480,5472,6.7
MP-2025-63107,28/08/2024,W-016521,Indian,Helper / Labourer,NEOM,Mega Project,Tabuk,Multi-Year,36,143928,58896,36252,48780,33.89
MP-2025-97304,15/10/2025,W-016524,Sudanese,Industrial Painter,SABIC,Petrochemical,Eastern Province,Annual,12,73692,36120,8208,29364,39.85
MP-2024-55955,24/04/2024,W-016527,Indian,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,45762,22974,5856,16932,37
MP-2025-62465,28/02/2024,W-016530,Filipino,Civil Foreman,ROSHN,Real Estate,Riyadh,Multi-Year,24,165720,106824,21768,37128,22.4
MP-2024-24840,4/4/2025,W-016532,Yemeni,Instrument Technician,Marafiq,Utilities,Eastern Province,Short-Term,3,24516,12501,2667,9348,38.13
MP-2025-95537,22/03/2025,W-016535,Sudanese,Helper / Labourer,Diriyah Company,Real Estate,Riyadh,Annual,12,41736,21540,8220,11976,28.69
MP-2025-68370,3/5/2025,W-016537,Sri Lankan,Document Controller,SABIC,Petrochemical,Eastern Province,Annual,12,103308,52812,16296,3336,3.23
MP-2024-21213,3/1/2025,W-016539,Saudi,Scaffolder,SABIC,Petrochemical,Eastern Province,Annual,12,141936,62340,3744,75852,53.44
MP-2024-58523,2/2/2025,W-016542,Indian,Scaffolder,Marafiq,Utilities,Eastern Province,Multi-Year,24,121872,60000,28368,33504,27.49
MP-2025-98226,23/02/2025,W-016543,Pakistani,Electrician,SABIC,Petrochemical,Eastern Province,Short-Term,3,16317,7950,2718,5649,34.62
MP-2024-99892,5/4/2025,W-016544,Bangladeshi,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,42204,20604,11304,10296,24.4
MP-2025-17889,22/07/2025,W-016547,Ethiopian,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Annual,12,41664,20244,11424,9996,23.99
MP-2025-89970,7/7/2025,W-016548,Sudanese,Pipe Fitter,Saudi Electricity Co.,Power,Riyadh,Annual,12,67692,35412,13572,18708,27.64
MP-2025-35761,9/12/2025,W-016550,Indian,Site Supervisor,ROSHN,Real Estate,Riyadh,Annual,12,90828,57696,15132,18000,19.82
MP-2025-99228,22/06/2025,W-016552,Indian,Instrument Technician,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,8002,4549,1359,2094,26.17
MP-2025-12845,4/12/2025,W-016554,Sudanese,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,22902,11256,3330,8316,36.31
MP-2025-91904,5/6/2025,W-016555,Indian,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,85428,38316,14544,32568,38.12
MP-2024-28536,1/8/2024,W-016557,Pakistani,Pipe Fitter,Worley KSA,EPC Contractor,Eastern Province,Annual,12,89664,44268,10308,35088,39.13
MP-2024-21834,14/12/2025,W-016559,Nepali,Rigger,Marafiq,Utilities,Eastern Province,Annual,12,60012,29868,12948,17196,28.65
MP-2025-15167,10/9/2024,W-016560,Ethiopian,Heavy Equipment Operator,NEOM,Mega Project,Tabuk,Multi-Year,18,138726,58932,19674,60120,43.34
MP-2024-95658,28/05/2024,W-016561,Sudanese,Helper / Labourer,NEOM,Mega Project,Tabuk,Multi-Year,18,82386,34128,16902,31356,38.06
MP-2025-94712,16/08/2025,W-016563,Indian,Civil Foreman,Marafiq,Utilities,Eastern Province,Multi-Year,24,210840,127272,31104,52464,24.88
MP-2025-30842,26/06/2025,W-016566,Pakistani,Scaffolder,Diriyah Company,Real Estate,Riyadh,Short-Term,6,30486,17292,7206,-1474,-4.84
MP-2024-68792,1/5/2025,W-016567,Nepali,Welder,Saudi Electricity Co.,Power,Riyadh,Short-Term,1,5213,2842,1362,1009,19.36
MP-2025-68132,24/09/2025,W-016570,Indian,Driver (Heavy),Red Sea Global,Tourism Dev,Tabuk,Short-Term,6,30342,15270,5676,9396,30.97
MP-2025-73886,26/08/2025,W-016571,Egyptian,Driver (Heavy),Ma'aden,Mining,Northern Borders,Multi-Year,18,130464,59796,24768,45900,35.18
MP-2025-72931,20/09/2024,W-016573,Sudanese,Industrial Painter,ROSHN,Real Estate,Riyadh,Short-Term,1,4798,2432,1293,1073,22.36
MP-2025-91320,25/01/2025,W-016575,Indian,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,2,6216,2690,1512,2014,32.4
MP-2025-20157,22/12/2025,W-016576,Bangladeshi,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,83304,41844,13992,27468,32.97
MP-2024-65356,8/1/2025,W-016578,Filipino,Welder,ROSHN,Real Estate,Riyadh,Short-Term,3,12951,8127,2421,2403,18.55
MP-2024-96733,22/03/2024,W-016579,Yemeni,HVAC Technician,Ma'aden,Mining,Northern Borders,Annual,12,72696,40764,15672,16260,22.37
MP-2025-17541,12/12/2025,W-016580,Egyptian,HVAC Technician,Worley KSA,EPC Contractor,Eastern Province,Annual,12,63792,37140,15948,10704,16.78
MP-2025-13639,26/05/2025,W-016581,Indian,Civil Engineer,Diriyah Company,Real Estate,Riyadh,Annual,12,255516,143856,12144,99516,38.95
MP-2025-93049,5/11/2025,W-016582,Indian,Driver (Heavy),Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,92820,42264,11520,39036,42.06
MP-2024-30878,24/11/2025,W-016584,Indian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,78060,32820,13140,32100,41.12
MP-2024-32422,27/10/2025,W-016586,Yemeni,Site Supervisor,SABIC,Petrochemical,Eastern Province,Short-Term,1,13650,7004,891,5755,42.16
MP-2024-14265,6/11/2024,W-016588,Indian,Driver (Heavy),Royal Commission Jubail,Industrial,Eastern Province,Multi-Year,18,99072,54018,24750,20304,20.49
MP-2025-17617,3/6/2024,W-016590,Bangladeshi,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Annual,12,40308,17568,14604,8136,20.18
MP-2025-64675,20/02/2024,W-016592,Pakistani,Instrument Technician,Petro Rabigh,Petrochemical,Makkah,Annual,12,84396,47148,15336,21912,25.96
MP-2025-62522,24/09/2024,W-016593,Bangladeshi,Driver (Heavy),Red Sea Global,Tourism Dev,Tabuk,Annual,12,59112,33372,14364,11376,19.24
MP-2025-23879,14/06/2025,W-016594,Bangladeshi,Instrument Technician,Royal Commission Jubail,Industrial,Eastern Province,Short-Term,6,50100,30618,4152,15330,30.6
MP-2024-19914,4/8/2025,W-016596,Nepali,Driver (Heavy),Sadara Chemical,Petrochemical,Eastern Province,Annual,12,69636,35748,14448,19440,27.92
MP-2025-16112,25/09/2024,W-016598,Egyptian,Welder,Sadara Chemical,Petrochemical,Eastern Province,Multi-Year,24,173832,76776,29376,67680,38.93
MP-2025-92464,20/01/2024,W-016601,Filipino,HVAC Technician,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,1,6016,3009,1143,1864,30.98
MP-2024-63832,6/6/2025,W-016603,Yemeni,Civil Engineer,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,38106,21942,4308,11856,31.11
MP-2024-10731,31/03/2025,W-016605,Nepali,Welder,Red Sea Global,Tourism Dev,Tabuk,Short-Term,6,26010,13944,5814,6252,24.04
MP-2024-98040,19/08/2024,W-016608,Egyptian,Helper / Labourer,Saudi Electricity Co.,Power,Riyadh,Annual,12,39600,20520,8892,10188,25.73
MP-2024-52263,8/2/2024,W-016609,Sudanese,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,36,294444,125856,42588,126000,42.79
MP-2024-10713,4/4/2025,W-016611,Filipino,Pipe Fitter,SABIC,Petrochemical,Eastern Province,Annual,12,69348,38664,13428,17256,24.88
MP-2025-15995,19/03/2025,W-016613,Bangladeshi,HVAC Technician,ROSHN,Real Estate,Riyadh,Short-Term,2,11900,7192,2180,2528,21.24
MP-2024-11398,12/10/2025,W-016616,Sudanese,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,166848,76680,19128,71040,42.58
MP-2025-46751,5/12/2025,W-016617,Sri Lankan,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,63012,28464,15072,19476,30.91
MP-2025-92319,4/2/2025,W-016620,Egyptian,Heavy Equipment Operator,Saudi Kayan,Petrochemical,Eastern Province,Short-Term,2,14062,8016,2434,3612,25.69
MP-2024-64387,8/4/2024,W-016623,Indian,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,95052,51396,8424,35232,37.07
MP-2024-16195,31/10/2025,W-016625,Egyptian,Mechanical Technician,SABIC,Petrochemical,Eastern Province,Annual,12,79764,41688,15744,22332,28
MP-2024-61304,24/03/2025,W-016627,Egyptian,Mechanical Technician,Saudi Electricity Co.,Power,Riyadh,Multi-Year,36,341676,163872,38016,139788,40.91
MP-2024-60562,25/02/2024,W-016628,Sudanese,Scaffolder,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,47784,27156,8340,12288,25.72
MP-2025-46163,3/1/2025,W-016629,Sudanese,Document Controller,Marafiq,Utilities,Eastern Province,Annual,12,83832,48432,12828,22572,26.93
MP-2024-95123,26/07/2025,W-016631,Sri Lankan,Helper / Labourer,NEOM,Mega Project,Tabuk,Short-Term,3,13890,5505,4161,4224,30.41
MP-2025-61053,26/11/2024,W-016634,Pakistani,Scaffolder,NWC,Water,Riyadh,Multi-Year,24,157464,80088,20568,4325,2.75
MP-2025-95210,28/02/2025,W-016635,Egyptian,Safety Officer,Saudi Kayan,Petrochemical,Eastern Province,Annual,12,127224,74352,16104,36768,28.9
MP-2024-71644,16/01/2025,W-016638,Sudanese,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Annual,12,52368,24852,10632,16884,32.24
MP-2024-17560,26/09/2024,W-016640,Indian,Instrument Technician,NEOM,Mega Project,Tabuk,Short-Term,3,25059,12537,4194,-1989,-7.94
MP-2024-52027,7/10/2025,W-016641,Sri Lankan,Welder,ROSHN,Real Estate,Riyadh,Multi-Year,24,152232,87960,24288,39984,26.27
MP-2024-81033,16/10/2024,W-016642,Bangladeshi,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,21942,10362,2724,8856,40.36
MP-2024-58555,11/12/2025,W-016643,Saudi,Electrician,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,85860,47928,4200,33732,39.29
MP-2025-82464,6/6/2025,W-016645,Nepali,Site Supervisor,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,115248,58392,16752,40104,34.8
MP-2025-21507,9/6/2025,W-016646,Pakistani,Welder,SABIC,Petrochemical,Eastern Province,Short-Term,1,6350,2988,681,2681,42.22
MP-2025-18879,5/12/2024,W-016648,Filipino,Warehouse Keeper,SABIC,Petrochemical,Eastern Province,Multi-Year,24,153504,73488,18216,61800,40.26
MP-2025-68729,19/08/2024,W-016651,Bangladeshi,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,184440,102744,20592,61104,33.13
MP-2025-64103,22/07/2024,W-016653,Sudanese,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,18,111870,57726,23112,31032,27.74
MP-2024-94565,16/11/2024,W-016656,Ethiopian,Welder,SABIC,Petrochemical,Eastern Province,Annual,12,85212,37512,11676,36024,42.28
MP-2025-55867,25/11/2025,W-016659,Indian,Rigger,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,133776,69528,29280,34968,26.14
MP-2025-24268,27/10/2024,W-016661,Egyptian,Helper / Labourer,Marafiq,Utilities,Eastern Province,Short-Term,3,10407,5010,3924,1473,14.15
MP-2024-98314,17/02/2024,W-016662,Indian,Scaffolder,Royal Commission Yanbu,Industrial,Madinah,Short-Term,2,11352,5936,2438,2978,26.23
MP-2025-10533,28/05/2024,W-016664,Indian,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,31968,17460,10596,3912,12.24
MP-2025-59746,15/03/2025,W-016667,Pakistani,Welder,Ma'aden,Mining,Northern Borders,Short-Term,1,6592,3381,1007,2204,33.43
MP-2025-65918,26/07/2024,W-016669,Bangladeshi,Electrician,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,89604,43284,14772,31548,35.21
MP-2024-36377,13/07/2024,W-016670,Filipino,Welder,ROSHN,Real Estate,Riyadh,Multi-Year,24,117000,64104,26952,25944,22.17
MP-2024-78634,10/12/2025,W-016672,Indian,Welder,Ma'aden,Mining,Northern Borders,Annual,12,90324,41688,11532,37104,41.08
MP-2025-79127,3/12/2025,W-016673,Bangladeshi,Rigger,Petro Rabigh,Petrochemical,Makkah,Annual,12,64896,38616,11208,15072,23.22
MP-2025-76086,28/11/2025,W-016676,Indian,Warehouse Keeper,Ma'aden,Mining,Northern Borders,Short-Term,2,11310,5834,1700,3776,33.39
MP-2024-65350,13/07/2025,W-016677,Nepali,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,6,62070,32676,8274,-1577,-2.54
MP-2024-79621,5/8/2024,W-016679,Filipino,Welder,NEOM,Mega Project,Tabuk,Multi-Year,24,138552,62688,23808,52056,37.57
MP-2025-79990,9/9/2024,W-016680,Pakistani,Driver (Heavy),Sadara Chemical,Petrochemical,Eastern Province,Annual,12,85908,38028,13512,34368,40.01
MP-2024-23101,9/8/2024,W-016681,Nepali,Instrument Technician,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,117516,59040,8304,50172,42.69
MP-2025-93284,1/12/2025,W-016683,Pakistani,Welder,Ma'aden,Mining,Northern Borders,Annual,12,76608,42564,12516,21528,28.1
MP-2025-41615,25/03/2025,W-016684,Indian,Helper / Labourer,Petro Rabigh,Petrochemical,Makkah,Annual,12,38244,15768,8520,13956,36.49
MP-2025-73781,7/7/2025,W-016687,Indian,QC Inspector,Saudi Electricity Co.,Power,Riyadh,Annual,12,97620,61632,20664,15324,15.7
MP-2025-60816,20/05/2024,W-016689,Bangladeshi,Safety Officer,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,2,20648,12110,2646,5892,28.54
MP-2025-63543,21/03/2025,W-016690,Indian,Electrician,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,196224,94992,31752,69480,35.41
MP-2025-67962,4/4/2025,W-016692,Bangladeshi,Industrial Painter,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,68472,29796,15384,23292,34.02
MP-2024-51431,17/12/2024,W-016695,Yemeni,Pipe Fitter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,67488,37476,9408,20604,30.53
MP-2025-31235,18/05/2024,W-016698,Bangladeshi,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,103440,48804,12672,41964,40.57
MP-2024-67447,26/08/2024,W-016701,Bangladeshi,Heavy Equipment Operator,SABIC,Petrochemical,Eastern Province,Short-Term,2,18312,8492,2300,7520,41.07
MP-2025-28065,7/6/2024,W-016703,Nepali,Scaffolder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,53028,27132,11676,14220,26.82
MP-2024-57238,15/02/2025,W-016705,Bangladeshi,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,179928,74040,28320,77568,43.11
MP-2024-63794,29/05/2024,W-016707,Pakistani,Industrial Painter,Red Sea Global,Tourism Dev,Tabuk,Short-Term,1,4130,2078,1296,756,18.31
MP-2024-86738,20/03/2025,W-016708,Pakistani,Helper / Labourer,NEOM,Mega Project,Tabuk,Multi-Year,18,49158,23904,16992,8262,16.81
MP-2025-50488,13/12/2024,W-016710,Indonesian,Scaffolder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,65532,32712,11400,21420,32.69
MP-2025-49074,28/10/2025,W-016713,Indian,Helper / Labourer,Marafiq,Utilities,Eastern Province,Short-Term,2,6428,3008,2156,1264,19.66
MP-2025-99983,21/07/2024,W-016714,Bangladeshi,Site Supervisor,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,140004,68292,19884,51828,37.02
MP-2024-16009,3/4/2025,W-016715,Nepali,Rigger,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,109008,64836,20736,23436,21.5
MP-2024-56871,4/2/2024,W-016716,Bangladeshi,Pipe Fitter,Bechtel KSA,EPC Contractor,Tabuk,Multi-Year,24,140760,68184,27240,45336,32.21
MP-2024-66499,20/11/2025,W-016719,Sri Lankan,Welder,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,3,22944,10866,2544,9534,41.55
MP-2025-11949,9/6/2024,W-016722,Pakistani,Civil Foreman,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,144000,71472,12636,59892,41.59
MP-2025-88578,16/10/2025,W-016725,Bangladeshi,Electrician,NWC,Water,Riyadh,Short-Term,3,22497,11925,3933,6639,29.51
MP-2024-39938,20/02/2024,W-016726,Bangladeshi,Civil Engineer,Diriyah Company,Real Estate,Riyadh,Short-Term,2,36158,20272,2756,13130,36.31
MP-2025-48654,20/10/2025,W-016728,Pakistani,Helper / Labourer,Bechtel KSA,EPC Contractor,Tabuk,Annual,12,38496,17820,12528,8148,21.17
MP-2025-94351,16/10/2024,W-016731,Indian,Document Controller,Petro Rabigh,Petrochemical,Makkah,Multi-Year,24,174480,96576,22680,55224,31.65
MP-2025-29705,6/6/2025,W-016732,Nepali,Electrician,NEOM,Mega Project,Tabuk,Short-Term,3,26574,11379,3909,-1911,-7.19
MP-2025-83274,25/10/2024,W-016734,Ethiopian,Safety Officer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,94212,47736,11220,35256,37.42
MP-2024-65531,30/12/2024,W-016737,Pakistani,Safety Officer,Bechtel KSA,EPC Contractor,Tabuk,Short-Term,2,15894,9134,1628,5132,32.29
MP-2025-83892,9/8/2025,W-016740,Indian,Helper / Labourer,Royal Commission Yanbu,Industrial,Madinah,Annual,12,36888,17244,10956,8688,23.55
MP-2024-95282,30/05/2024,W-016741,Pakistani,Warehouse Keeper,SABIC,Petrochemical,Eastern Province,Annual,12,64116,36648,14748,12720,19.84
MP-2024-19321,2/9/2024,W-016744,Pakistani,Rigger,SABIC,Petrochemical,Eastern Province,Multi-Year,24,186552,88104,28968,69480,37.24
MP-2024-30453,19/06/2025,W-016745,Indian,Welder,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,73044,38640,13740,20664,28.29
MP-2025-44416,22/05/2025,W-016748,Bangladeshi,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Multi-Year,18,88920,48294,12078,-3546,-3.99
MP-2024-93684,15/02/2025,W-016749,Bangladeshi,Scaffolder,Saudi Electricity Co.,Power,Riyadh,Short-Term,3,19182,8997,3924,6261,32.64
MP-2025-53871,8/4/2025,W-016750,Indian,Helper / Labourer,ROSHN,Real Estate,Riyadh,Short-Term,3,7776,3972,4197,-393,-5.05
MP-2024-67793,10/9/2025,W-016753,Bangladeshi,Rigger,Saudi Aramco,Oil & Gas,Eastern Province,Multi-Year,24,176448,79032,30648,66768,37.84
MP-2024-78049,3/11/2024,W-016755,Pakistani,Welder,Red Sea Global,Tourism Dev,Tabuk,Annual,12,90432,39336,16032,35064,38.77
MP-2024-79115,18/06/2024,W-016757,Sudanese,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,44892,22212,13224,9456,21.06
MP-2024-73133,17/10/2024,W-016759,Yemeni,Heavy Equipment Operator,Royal Commission Jubail,Industrial,Eastern Province,Annual,12,69672,35736,14412,19524,28.02
MP-2024-19263,25/10/2025,W-016761,Filipino,Helper / Labourer,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,51072,20220,10764,20088,39.33
MP-2024-90774,9/3/2025,W-016764,Indian,Mechanical Technician,Sadara Chemical,Petrochemical,Eastern Province,Short-Term,1,9259,4405,1239,3615,39.04
MP-2025-50329,9/11/2025,W-016767,Egyptian,Electrician,Royal Commission Yanbu,Industrial,Madinah,Annual,12,107448,52068,11976,43404,40.4
MP-2025-25810,13/10/2025,W-016768,Indonesian,Scaffolder,Petro Rabigh,Petrochemical,Makkah,Short-Term,3,13890,6813,1956,5121,36.87
MP-2025-60210,4/9/2025,W-016769,Indian,Heavy Equipment Operator,ROSHN,Real Estate,Riyadh,Multi-Year,24,192360,97824,24552,69984,36.38
MP-2025-34550,2/7/2024,W-016771,Sri Lankan,Rigger,Ma'aden,Mining,Northern Borders,Short-Term,1,6573,3495,1151,1927,29.32
MP-2024-80655,18/05/2025,W-016772,Yemeni,Welder,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,76620,40476,13656,22488,29.35
MP-2025-25078,30/08/2025,W-016775,Filipino,Rigger,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,100116,46248,13668,40200,40.15
MP-2025-97704,26/07/2024,W-016778,Pakistani,Site Supervisor,NWC,Water,Riyadh,Annual,12,95856,59076,20340,16440,17.15
MP-2025-69043,22/08/2024,W-016781,Nepali,Heavy Equipment Operator,Saudi Aramco,Oil & Gas,Eastern Province,Annual,12,76476,40524,12672,23280,30.44
MP-2024-14000,15/07/2024,W-016782,Nepali,Mechanical Technician,Saudi Aramco,Oil & Gas,Eastern Province,Short-Term,3,23445,11874,3816,7755,33.08
MP-2025-20115,26/09/2025,W-016784,Sudanese,Helper / Labourer,Red Sea Global,Tourism Dev,Tabuk,Annual,12,51696,22572,8292,20832,40.3
MP-2025-10192,24/03/2024,W-016785,Ethiopian,Industrial Painter,Sadara Chemical,Petrochemical,Eastern Province,Annual,12,65904,32796,11568,21540,32.68
